ClaimNo,AccidentDate,ReportDate,Line,Type,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate,Status,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
33753,2015-11-26,3/16/2016,Auto,PD,True,20000.0,1000,3474.431586,2016-04-10,4/10/2016,CLOSED,1,1,0,0,3474.431586,0,3474.431586
33754,2015-11-23,12/1/2015,Auto,PD,False,20000.0,1000,0.0,2017-09-28,9/28/2017,CLOSED,1,0,1,0,0.0,0,0.0
33755,2015-11-25,1/31/2016,Auto,PD,True,20000.0,1000,4959.476318,2017-06-11,6/11/2017,CLOSED,1,1,0,0,4959.476318,0,4959.476318
33757,2015-11-04,3/28/2016,Auto,PD,True,20000.0,1000,2838.556707,2016-08-15,8/15/2016,CLOSED,1,1,0,0,2838.556707,0,2838.556707
33758,2015-11-20,7/12/2016,Auto,PD,True,8000.0,1000,5396.989138,2017-08-05,8/5/2017,CLOSED,1,1,0,0,5396.989138,0,5396.989138
33759,2015-11-01,5/21/2016,Auto,PD,True,20000.0,1000,10234.89368,2016-07-15,7/15/2016,CLOSED,1,1,0,0,10234.89368,0,10234.89368
33761,2015-11-23,5/18/2016,Auto,PD,True,15000.0,1000,14000.0,2017-01-01,1/1/2017,CLOSED,1,1,0,0,14000.0,0,14000.0
33763,2015-11-03,5/1/2016,Auto,PD,False,20000.0,1000,0.0,2016-05-25,5/25/2016,CLOSED,1,0,1,0,0.0,0,0.0
33764,2015-11-24,7/24/2016,Auto,PD,True,20000.0,1000,19000.0,2016-11-30,11/30/2016,CLOSED,1,1,0,0,19000.0,0,19000.0
33765,2015-11-14,12/14/2015,Auto,PD,True,15000.0,1000,14000.0,2016-03-22,3/22/2016,CLOSED,1,1,0,0,14000.0,0,14000.0
33769,2015-11-29,3/11/2016,Auto,PD,True,20000.0,1000,7767.046348000001,2016-04-25,4/25/2016,CLOSED,1,1,0,0,7767.046348000001,0,7767.046348000001
33772,2015-11-05,11/6/2015,Auto,PD,True,15000.0,1000,4020.9833689999996,2016-01-28,1/28/2016,CLOSED,1,1,0,0,4020.9833689999996,0,4020.9833689999996
33773,2015-11-08,6/9/2016,Auto,PD,True,20000.0,1000,11327.02876,2016-07-14,7/14/2016,CLOSED,1,1,0,0,11327.02876,0,11327.02876
33774,2015-11-04,11/22/2015,Auto,PD,True,8000.0,1000,3445.746925,2016-07-29,7/29/2016,CLOSED,1,1,0,0,3445.746925,0,3445.746925
33775,2015-11-21,1/25/2016,Auto,PD,False,15000.0,1000,0.0,2017-05-10,5/10/2017,CLOSED,1,0,1,0,0.0,0,0.0
33777,2015-11-10,12/19/2015,Auto,PD,True,20000.0,1000,4380.610552,2017-05-07,5/7/2017,CLOSED,1,1,0,0,4380.610552,0,4380.610552
33778,2015-11-09,11/25/2015,Auto,PD,True,20000.0,1000,10663.22234,2016-09-03,9/3/2016,CLOSED,1,1,0,0,10663.22234,0,10663.22234
33779,2015-11-05,11/23/2015,Auto,PD,True,8000.0,1000,5077.305605,2016-02-04,2/4/2016,CLOSED,1,1,0,0,5077.305605,0,5077.305605
33782,2015-11-28,12/20/2015,Auto,PD,True,20000.0,1000,2231.740229,2016-05-08,5/8/2016,CLOSED,1,1,0,0,2231.740229,0,2231.740229
33783,2015-11-11,12/8/2015,Auto,PD,True,20000.0,1000,8747.122347,2016-05-30,5/30/2016,CLOSED,1,1,0,0,8747.122347,0,8747.122347
33784,2015-11-05,7/28/2016,Auto,PD,True,20000.0,1000,13341.13167,2016-08-02,8/2/2016,CLOSED,1,1,0,0,13341.13167,0,13341.13167
33785,2015-11-07,12/30/2015,Auto,PD,True,20000.0,1000,13673.500269999999,2016-05-05,5/5/2016,CLOSED,1,1,0,0,13673.500269999999,0,13673.500269999999
33786,2015-11-19,4/15/2016,Auto,PD,True,20000.0,1000,8888.671694,2016-07-20,7/20/2016,CLOSED,1,1,0,0,8888.671694,0,8888.671694
33787,2015-11-17,4/29/2016,Auto,PD,True,8000.0,1000,7000.0,2016-07-30,7/30/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33788,2015-11-15,7/7/2016,Auto,PD,False,15000.0,1000,0.0,2016-09-08,9/8/2016,CLOSED,1,0,1,0,0.0,0,0.0
33789,2015-11-26,1/11/2016,Auto,PD,True,15000.0,1000,13155.257759999999,2016-07-29,7/29/2016,CLOSED,1,1,0,0,13155.257759999999,0,13155.257759999999
33790,2015-11-18,1/18/2016,Auto,PD,True,8000.0,1000,7000.0,2016-11-07,11/7/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33791,2015-11-12,11/22/2015,Auto,PD,True,8000.0,1000,7000.0,2016-03-30,3/30/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33792,2015-11-18,12/9/2015,Auto,PD,True,20000.0,1000,6254.215278,2016-02-06,2/6/2016,CLOSED,1,1,0,0,6254.215278,0,6254.215278
33793,2015-11-12,9/28/2016,Auto,PD,True,15000.0,1000,8753.313386,2016-11-14,11/14/2016,CLOSED,1,1,0,0,8753.313386,0,8753.313386
33794,2015-11-19,3/26/2016,Auto,PD,True,20000.0,1000,19000.0,2016-07-17,7/17/2016,CLOSED,1,1,0,0,19000.0,0,19000.0
33795,2015-11-16,7/16/2016,Auto,PD,False,20000.0,1000,0.0,2017-04-09,4/9/2017,CLOSED,1,0,1,0,0.0,0,0.0
33798,2015-11-06,3/18/2016,Auto,PD,True,20000.0,1000,5731.945725,2016-03-26,3/26/2016,CLOSED,1,1,0,0,5731.945725,0,5731.945725
33799,2015-11-25,4/12/2016,Auto,PD,True,20000.0,1000,11734.99161,2016-07-15,7/15/2016,CLOSED,1,1,0,0,11734.99161,0,11734.99161
33800,2015-11-22,1/22/2016,Auto,PD,True,20000.0,1000,3918.397383,2016-10-15,10/15/2016,CLOSED,1,1,0,0,3918.397383,0,3918.397383
33801,2015-11-18,11/19/2015,Auto,PD,False,20000.0,1000,0.0,2016-06-02,6/2/2016,CLOSED,1,0,1,0,0.0,0,0.0
33802,2015-11-07,1/31/2016,Auto,PD,False,20000.0,1000,0.0,2016-03-14,3/14/2016,CLOSED,1,0,1,0,0.0,0,0.0
33803,2015-11-13,12/7/2015,Auto,PD,True,20000.0,1000,7816.6355969999995,2016-05-14,5/14/2016,CLOSED,1,1,0,0,7816.6355969999995,0,7816.6355969999995
33804,2015-11-27,4/16/2016,Auto,PD,True,20000.0,1000,8526.529691,2016-08-20,8/20/2016,CLOSED,1,1,0,0,8526.529691,0,8526.529691
33805,2015-11-04,3/22/2016,Auto,PD,True,15000.0,1000,4208.046786,2016-10-12,10/12/2016,CLOSED,1,1,0,0,4208.046786,0,4208.046786
33806,2015-11-22,12/17/2015,Auto,PD,True,15000.0,1000,12142.43451,2016-08-18,8/18/2016,CLOSED,1,1,0,0,12142.43451,0,12142.43451
33807,2015-11-04,3/20/2016,Auto,PD,True,20000.0,1000,18921.881980000002,2016-08-10,8/10/2016,CLOSED,1,1,0,0,18921.881980000002,0,18921.881980000002
33808,2015-11-13,11/19/2015,Auto,PD,True,8000.0,1000,7000.0,2015-12-18,12/18/2015,CLOSED,1,1,0,0,7000.0,0,7000.0
33809,2015-11-16,12/18/2015,Auto,PD,False,8000.0,1000,0.0,2017-01-20,1/20/2017,CLOSED,1,0,1,0,0.0,0,0.0
33810,2015-11-26,1/13/2016,Auto,PD,True,15000.0,1000,14000.0,2016-05-19,5/19/2016,CLOSED,1,1,0,0,14000.0,0,14000.0
33811,2015-11-12,12/28/2015,Auto,PD,True,20000.0,1000,4333.774554,2016-07-05,7/5/2016,CLOSED,1,1,0,0,4333.774554,0,4333.774554
33812,2015-11-24,12/5/2015,Auto,PD,True,20000.0,1000,4611.275354,2016-04-22,4/22/2016,CLOSED,1,1,0,0,4611.275354,0,4611.275354
33813,2015-11-20,3/1/2016,Auto,PD,True,8000.0,1000,7000.0,2017-06-11,6/11/2017,CLOSED,1,1,0,0,7000.0,0,7000.0
33815,2015-11-27,12/27/2015,Auto,PD,True,15000.0,1000,7673.650806000001,2016-08-15,8/15/2016,CLOSED,1,1,0,0,7673.650806000001,0,7673.650806000001
33817,2015-11-12,2/26/2016,Auto,PD,False,20000.0,1000,0.0,2016-11-20,11/20/2016,CLOSED,1,0,1,0,0.0,0,0.0
33821,2015-11-03,7/20/2016,Auto,PD,True,20000.0,1000,4361.363845,2016-08-12,8/12/2016,CLOSED,1,1,0,0,4361.363845,0,4361.363845
33822,2015-11-10,11/29/2015,Auto,PD,True,8000.0,1000,7000.0,2016-02-22,2/22/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33823,2015-11-07,12/5/2015,Auto,PD,True,20000.0,1000,15588.531619999998,2017-09-11,9/11/2017,CLOSED,1,1,0,0,15588.531619999998,0,15588.531619999998
33824,2015-11-29,3/22/2016,Auto,PD,True,15000.0,1000,3323.6458030000003,2016-09-05,9/5/2016,CLOSED,1,1,0,0,3323.6458030000003,0,3323.6458030000003
33825,2015-11-11,12/22/2015,Auto,PD,True,15000.0,1000,11500.83048,2016-04-13,4/13/2016,CLOSED,1,1,0,0,11500.83048,0,11500.83048
33826,2015-11-08,12/28/2015,Auto,PD,True,15000.0,1000,1520.0931890000002,2016-09-28,9/28/2016,CLOSED,1,1,0,0,1520.0931890000002,0,1520.0931890000002
33827,2015-11-19,12/30/2015,Auto,PD,True,20000.0,1000,13279.92373,2017-05-14,5/14/2017,CLOSED,1,1,0,0,13279.92373,0,13279.92373
33831,2015-11-28,1/21/2016,Auto,PD,True,20000.0,1000,5243.708137,2017-02-12,2/12/2017,CLOSED,1,1,0,0,5243.708137,0,5243.708137
33833,2015-11-10,1/12/2016,Auto,PD,False,20000.0,1000,0.0,2016-09-03,9/3/2016,CLOSED,1,0,1,0,0.0,0,0.0
33834,2015-11-14,3/11/2016,Auto,PD,True,15000.0,1000,10577.13624,2017-04-09,4/9/2017,CLOSED,1,1,0,0,10577.13624,0,10577.13624
33835,2015-11-01,9/18/2016,Auto,PD,True,15000.0,1000,5842.600993999999,2017-11-02,11/2/2017,CLOSED,1,1,0,0,5842.600993999999,0,5842.600993999999
33836,2015-11-10,1/1/2016,Auto,PD,True,15000.0,1000,4509.522982,2016-01-10,1/10/2016,CLOSED,1,1,0,0,4509.522982,0,4509.522982
33837,2015-11-20,1/5/2016,Auto,PD,False,20000.0,1000,0.0,2016-02-03,2/3/2016,CLOSED,1,0,1,0,0.0,0,0.0
33838,2015-11-21,12/28/2015,Auto,PD,True,20000.0,1000,2681.420717,2016-12-03,12/3/2016,CLOSED,1,1,0,0,2681.420717,0,2681.420717
33839,2015-11-12,1/8/2016,Auto,PD,True,20000.0,1000,4713.374027000001,2016-03-21,3/21/2016,CLOSED,1,1,0,0,4713.374027000001,0,4713.374027000001
33840,2015-11-02,3/27/2016,Auto,PD,True,15000.0,1000,3263.759636,2016-10-16,10/16/2016,CLOSED,1,1,0,0,3263.759636,0,3263.759636
33841,2015-11-02,12/5/2015,Auto,PD,True,20000.0,1000,3233.2549129999998,2017-09-26,9/26/2017,CLOSED,1,1,0,0,3233.2549129999998,0,3233.2549129999998
33842,2015-11-21,12/17/2015,Auto,PD,True,20000.0,1000,8617.996442,2016-08-18,8/18/2016,CLOSED,1,1,0,0,8617.996442,0,8617.996442
33844,2015-11-10,12/26/2015,Auto,PD,True,15000.0,1000,14000.0,2017-10-17,10/17/2017,CLOSED,1,1,0,0,14000.0,0,14000.0
33845,2015-11-28,2/19/2016,Auto,PD,True,15000.0,1000,3961.049211,2016-06-24,6/24/2016,CLOSED,1,1,0,0,3961.049211,0,3961.049211
33846,2015-11-09,11/30/2015,Auto,PD,False,20000.0,1000,0.0,2016-02-22,2/22/2016,CLOSED,1,0,1,0,0.0,0,0.0
33847,2015-11-10,3/31/2016,Auto,PD,True,8000.0,1000,7000.0,2016-10-22,10/22/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33848,2015-11-25,2/15/2016,Auto,PD,True,15000.0,1000,7214.937636,2016-07-30,7/30/2016,CLOSED,1,1,0,0,7214.937636,0,7214.937636
33849,2015-11-15,11/21/2015,Auto,PD,True,8000.0,1000,7000.0,2016-05-01,5/1/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33850,2015-11-07,12/20/2015,Auto,PD,True,15000.0,1000,1802.027628,2016-05-06,5/6/2016,CLOSED,1,1,0,0,1802.027628,0,1802.027628
33851,2015-11-28,1/20/2016,Auto,PD,True,20000.0,1000,8505.364291,2016-04-01,4/1/2016,CLOSED,1,1,0,0,8505.364291,0,8505.364291
33852,2015-11-17,3/9/2016,Auto,PD,True,15000.0,1000,13845.09615,2016-09-24,9/24/2016,CLOSED,1,1,0,0,13845.09615,0,13845.09615
33853,2015-11-11,12/31/2015,Auto,PD,True,8000.0,1000,3362.2173350000003,2016-11-07,11/7/2016,CLOSED,1,1,0,0,3362.2173350000003,0,3362.2173350000003
33855,2015-11-02,1/25/2016,Auto,PD,True,20000.0,1000,2766.153823,2016-02-20,2/20/2016,CLOSED,1,1,0,0,2766.153823,0,2766.153823
33856,2015-11-26,3/12/2016,Auto,PD,True,20000.0,1000,5322.257909,2017-04-04,4/4/2017,CLOSED,1,1,0,0,5322.257909,0,5322.257909
33857,2015-11-06,4/10/2016,Auto,PD,True,15000.0,1000,7596.872256000001,2017-10-06,10/6/2017,CLOSED,1,1,0,0,7596.872256000001,0,7596.872256000001
33858,2015-11-02,3/19/2016,Auto,PD,True,20000.0,1000,19000.0,2017-01-10,1/10/2017,CLOSED,1,1,0,0,19000.0,0,19000.0
33859,2015-11-02,12/15/2015,Auto,PD,False,8000.0,1000,0.0,2016-10-24,10/24/2016,CLOSED,1,0,1,0,0.0,0,0.0
33860,2015-11-06,4/18/2016,Auto,PD,True,20000.0,1000,19000.0,2017-06-19,6/19/2017,CLOSED,1,1,0,0,19000.0,0,19000.0
33861,2015-11-16,12/23/2015,Auto,PD,True,20000.0,1000,3318.116632,2017-06-14,6/14/2017,CLOSED,1,1,0,0,3318.116632,0,3318.116632
33862,2015-11-01,12/6/2015,Auto,PD,True,15000.0,1000,10604.92756,2017-06-25,6/25/2017,CLOSED,1,1,0,0,10604.92756,0,10604.92756
33863,2015-11-22,1/6/2016,Auto,PD,False,20000.0,1000,0.0,2017-01-26,1/26/2017,CLOSED,1,0,1,0,0.0,0,0.0
33866,2015-11-10,3/20/2016,Auto,PD,True,20000.0,1000,2515.393093,2017-09-28,9/28/2017,CLOSED,1,1,0,0,2515.393093,0,2515.393093
33868,2015-11-15,1/11/2016,Auto,PD,True,15000.0,1000,9848.092873,2017-10-28,10/28/2017,CLOSED,1,1,0,0,9848.092873,0,9848.092873
33869,2015-11-17,4/4/2017,Auto,PD,True,8000.0,1000,2383.440603,2017-06-04,6/4/2017,CLOSED,1,1,0,0,2383.440603,0,2383.440603
33870,2015-11-24,2/16/2016,Auto,PD,True,15000.0,1000,9314.431444,2016-06-05,6/5/2016,CLOSED,1,1,0,0,9314.431444,0,9314.431444
33871,2015-11-17,12/23/2015,Auto,PD,True,15000.0,1000,13122.492,2016-01-12,1/12/2016,CLOSED,1,1,0,0,13122.492,0,13122.492
33873,2015-11-11,1/9/2016,Auto,PD,True,15000.0,1000,8398.998209000001,2016-12-16,12/16/2016,CLOSED,1,1,0,0,8398.998209000001,0,8398.998209000001
33874,2015-11-20,12/14/2015,Auto,PD,True,8000.0,1000,7000.0,2015-12-15,12/15/2015,CLOSED,1,1,0,0,7000.0,0,7000.0
33875,2015-11-02,2/3/2016,Auto,PD,True,20000.0,1000,3888.1374920000003,2017-07-13,7/13/2017,CLOSED,1,1,0,0,3888.1374920000003,0,3888.1374920000003
33876,2015-11-27,3/6/2016,Auto,PD,True,20000.0,1000,1947.864894,2016-10-12,10/12/2016,CLOSED,1,1,0,0,1947.864894,0,1947.864894
33877,2015-11-10,2/22/2016,Auto,PD,True,20000.0,1000,4707.982279999999,2016-02-29,2/29/2016,CLOSED,1,1,0,0,4707.982279999999,0,4707.982279999999
33878,2015-11-21,12/10/2015,Auto,PD,False,20000.0,1000,0.0,2016-09-21,9/21/2016,CLOSED,1,0,1,0,0.0,0,0.0
33879,2015-11-13,2/7/2016,Auto,PD,True,20000.0,1000,3819.2222659999998,2016-05-17,5/17/2016,CLOSED,1,1,0,0,3819.2222659999998,0,3819.2222659999998
33880,2015-11-19,2/9/2016,Auto,PD,True,15000.0,1000,6735.572413,2016-09-14,9/14/2016,CLOSED,1,1,0,0,6735.572413,0,6735.572413
33882,2015-11-04,3/1/2016,Auto,PD,True,20000.0,1000,11439.21328,2017-12-11,12/11/2017,CLOSED,1,1,0,0,11439.21328,0,11439.21328
33883,2015-11-05,3/21/2016,Auto,PD,False,20000.0,1000,0.0,2016-05-23,5/23/2016,CLOSED,1,0,1,0,0.0,0,0.0
33885,2015-11-27,1/31/2016,Auto,PD,True,15000.0,1000,7599.889787,2016-07-18,7/18/2016,CLOSED,1,1,0,0,7599.889787,0,7599.889787
33886,2015-11-16,4/3/2016,Auto,PD,True,20000.0,1000,3117.415083,2017-03-31,3/31/2017,CLOSED,1,1,0,0,3117.415083,0,3117.415083
33887,2015-11-13,11/25/2015,Auto,PD,True,20000.0,1000,16095.202440000001,2016-12-23,12/23/2016,CLOSED,1,1,0,0,16095.202440000001,0,16095.202440000001
33888,2015-11-27,12/29/2015,Auto,PD,True,20000.0,1000,8296.388624,2016-12-09,12/9/2016,CLOSED,1,1,0,0,8296.388624,0,8296.388624
33889,2015-11-18,1/24/2016,Auto,PD,True,20000.0,1000,5972.323716,2016-04-20,4/20/2016,CLOSED,1,1,0,0,5972.323716,0,5972.323716
33890,2015-11-10,1/20/2016,Auto,PD,True,15000.0,1000,13831.120009999999,2016-05-19,5/19/2016,CLOSED,1,1,0,0,13831.120009999999,0,13831.120009999999
33892,2015-11-23,5/25/2016,Auto,PD,True,15000.0,1000,14000.0,2016-12-13,12/13/2016,CLOSED,1,1,0,0,14000.0,0,14000.0
33893,2015-11-16,12/23/2015,Auto,PD,True,20000.0,1000,6194.197932,2016-09-29,9/29/2016,CLOSED,1,1,0,0,6194.197932,0,6194.197932
33894,2015-11-02,11/9/2015,Auto,PD,True,20000.0,1000,8105.679398,2016-04-03,4/3/2016,CLOSED,1,1,0,0,8105.679398,0,8105.679398
33895,2015-11-24,2/13/2016,Auto,PD,True,20000.0,1000,3182.746751,2017-02-26,2/26/2017,CLOSED,1,1,0,0,3182.746751,0,3182.746751
33896,2015-11-12,4/16/2016,Auto,PD,True,20000.0,1000,3969.729725,2016-11-18,11/18/2016,CLOSED,1,1,0,0,3969.729725,0,3969.729725
33897,2015-11-18,1/8/2016,Auto,PD,False,8000.0,1000,0.0,2017-01-03,1/3/2017,CLOSED,1,0,1,0,0.0,0,0.0
33898,2015-11-03,11/6/2015,Auto,PD,True,20000.0,1000,5140.1257829999995,2016-02-18,2/18/2016,CLOSED,1,1,0,0,5140.1257829999995,0,5140.1257829999995
33899,2015-11-21,11/23/2015,Auto,PD,True,20000.0,1000,13583.465069999998,2017-11-08,11/8/2017,CLOSED,1,1,0,0,13583.465069999998,0,13583.465069999998
33900,2015-11-22,3/29/2016,Auto,PD,True,20000.0,1000,6709.5770090000005,2016-05-02,5/2/2016,CLOSED,1,1,0,0,6709.5770090000005,0,6709.5770090000005
33902,2015-11-14,3/28/2016,Auto,PD,False,15000.0,1000,0.0,2016-04-26,4/26/2016,CLOSED,1,0,1,0,0.0,0,0.0
33903,2015-11-24,11/28/2015,Auto,PD,True,15000.0,1000,11487.36835,2016-07-13,7/13/2016,CLOSED,1,1,0,0,11487.36835,0,11487.36835
33904,2015-11-14,12/7/2015,Auto,PD,True,20000.0,1000,7464.115048000001,2017-03-09,3/9/2017,CLOSED,1,1,0,0,7464.115048000001,0,7464.115048000001
33906,2015-11-06,11/28/2015,Auto,PD,True,8000.0,1000,5655.368103,2016-06-06,6/6/2016,CLOSED,1,1,0,0,5655.368103,0,5655.368103
33907,2015-11-21,1/4/2016,Auto,PD,True,15000.0,1000,3561.454628,2016-10-07,10/7/2016,CLOSED,1,1,0,0,3561.454628,0,3561.454628
33908,2015-11-26,12/24/2015,Auto,PD,True,15000.0,1000,5997.9720130000005,2016-04-02,4/2/2016,CLOSED,1,1,0,0,5997.9720130000005,0,5997.9720130000005
33909,2015-11-29,2/29/2016,Auto,PD,True,20000.0,1000,2734.394112,2016-08-16,8/16/2016,CLOSED,1,1,0,0,2734.394112,0,2734.394112
33911,2015-11-10,1/14/2016,Auto,PD,True,15000.0,1000,9170.752691,2016-01-22,1/22/2016,CLOSED,1,1,0,0,9170.752691,0,9170.752691
33912,2015-11-23,4/8/2016,Auto,PD,True,20000.0,1000,2867.616301,2017-12-14,12/14/2017,CLOSED,1,1,0,0,2867.616301,0,2867.616301
33913,2015-11-24,1/22/2016,Auto,PD,False,15000.0,1000,0.0,2016-10-21,10/21/2016,CLOSED,1,0,1,0,0.0,0,0.0
33914,2015-11-18,12/23/2015,Auto,PD,False,20000.0,1000,0.0,2016-09-21,9/21/2016,CLOSED,1,0,1,0,0.0,0,0.0
33915,2015-11-02,12/5/2015,Auto,PD,True,20000.0,1000,4246.871731,2016-01-21,1/21/2016,CLOSED,1,1,0,0,4246.871731,0,4246.871731
33916,2015-11-02,2/28/2016,Auto,PD,True,20000.0,1000,2391.47551,2017-01-13,1/13/2017,CLOSED,1,1,0,0,2391.47551,0,2391.47551
33917,2015-11-03,4/17/2016,Auto,PD,True,8000.0,1000,7000.0,2017-11-02,11/2/2017,CLOSED,1,1,0,0,7000.0,0,7000.0
33918,2015-11-23,6/3/2016,Auto,PD,True,20000.0,1000,7237.487123000001,2016-08-27,8/27/2016,CLOSED,1,1,0,0,7237.487123000001,0,7237.487123000001
33919,2015-11-21,1/30/2016,Auto,PD,True,20000.0,1000,6857.6617,2017-03-29,3/29/2017,CLOSED,1,1,0,0,6857.6617,0,6857.6617
33920,2015-11-06,11/21/2015,Auto,PD,False,20000.0,1000,0.0,2015-12-17,12/17/2015,CLOSED,1,0,1,0,0.0,0,0.0
33922,2015-11-03,11/4/2015,Auto,PD,True,15000.0,1000,4188.301734000001,2016-01-15,1/15/2016,CLOSED,1,1,0,0,4188.301734000001,0,4188.301734000001
33924,2015-11-15,11/22/2015,Auto,PD,True,20000.0,1000,19000.0,2016-09-26,9/26/2016,CLOSED,1,1,0,0,19000.0,0,19000.0
33925,2015-11-06,1/5/2016,Auto,PD,True,20000.0,1000,12956.793909999999,2016-07-28,7/28/2016,CLOSED,1,1,0,0,12956.793909999999,0,12956.793909999999
33926,2015-11-19,9/23/2016,Auto,PD,True,20000.0,1000,3561.808402,2017-06-27,6/27/2017,CLOSED,1,1,0,0,3561.808402,0,3561.808402
33927,2015-11-25,12/21/2015,Auto,PD,True,20000.0,1000,5783.073668999999,2016-05-29,5/29/2016,CLOSED,1,1,0,0,5783.073668999999,0,5783.073668999999
33929,2015-11-17,1/5/2016,Auto,PD,True,8000.0,1000,7000.0,2016-09-18,9/18/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33930,2015-11-15,5/22/2016,Auto,PD,True,8000.0,1000,7000.0,2016-10-31,10/31/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33931,2015-11-27,12/20/2015,Auto,PD,True,8000.0,1000,7000.0,2016-12-14,12/14/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33932,2015-11-22,12/14/2015,Auto,PD,True,20000.0,1000,5910.908861,2017-09-09,9/9/2017,CLOSED,1,1,0,0,5910.908861,0,5910.908861
33933,2015-11-18,3/20/2016,Auto,PD,True,8000.0,1000,7000.0,2016-08-01,8/1/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33934,2015-11-23,5/23/2016,Auto,PD,True,15000.0,1000,13471.643619999999,2017-01-18,1/18/2017,CLOSED,1,1,0,0,13471.643619999999,0,13471.643619999999
33937,2015-11-16,12/4/2015,Auto,PD,True,20000.0,1000,6597.191166,2017-08-14,8/14/2017,CLOSED,1,1,0,0,6597.191166,0,6597.191166
33938,2015-11-07,11/8/2015,Auto,PD,True,15000.0,1000,5492.532096,2017-10-22,10/22/2017,CLOSED,1,1,0,0,5492.532096,0,5492.532096
33939,2015-11-28,7/8/2016,Auto,PD,True,20000.0,1000,15348.83263,2017-02-24,2/24/2017,CLOSED,1,1,0,0,15348.83263,0,15348.83263
33940,2015-11-12,12/13/2015,Auto,PD,True,8000.0,1000,7000.0,2016-01-24,1/24/2016,CLOSED,1,1,0,0,7000.0,0,7000.0
33941,2015-11-01,1/28/2016,Auto,PD,True,15000.0,1000,6207.461404,2016-07-26,7/26/2016,CLOSED,1,1,0,0,6207.461404,0,6207.461404
33943,2015-11-24,11/25/2015,Auto,PD,True,15000.0,1000,9362.190746,2016-09-04,9/4/2016,CLOSED,1,1,0,0,9362.190746,0,9362.190746
33944,2015-11-14,2/22/2016,Auto,PD,True,20000.0,1000,19000.0,2016-07-13,7/13/2016,CLOSED,1,1,0,0,19000.0,0,19000.0
33945,2015-11-27,1/17/2016,Auto,PD,True,15000.0,1000,6952.982994,2016-07-01,7/1/2016,CLOSED,1,1,0,0,6952.982994,0,6952.982994
33946,2015-11-16,12/12/2015,Auto,PD,True,20000.0,1000,8947.422493,2016-04-24,4/24/2016,CLOSED,1,1,0,0,8947.422493,0,8947.422493
33947,2015-11-24,2/11/2016,Auto,PD,False,20000.0,1000,0.0,2016-10-03,10/3/2016,CLOSED,1,0,1,0,0.0,0,0.0
33948,2015-11-14,12/2/2015,Auto,PD,True,15000.0,1000,2685.951481,2016-09-15,9/15/2016,CLOSED,1,1,0,0,2685.951481,0,2685.951481
33950,2015-11-22,12/10/2015,Auto,PD,True,20000.0,1000,8184.458281,2016-10-16,10/16/2016,CLOSED,1,1,0,0,8184.458281,0,8184.458281
33951,2015-11-09,11/11/2015,Auto,PD,True,15000.0,1000,6249.439827,2016-06-04,6/4/2016,CLOSED,1,1,0,0,6249.439827,0,6249.439827
33952,2015-11-09,12/31/2015,Auto,PD,True,15000.0,1000,5148.273338,2017-04-12,4/12/2017,CLOSED,1,1,0,0,5148.273338,0,5148.273338
33953,2015-11-10,5/30/2016,Auto,PD,True,20000.0,1000,12297.363309999999,2016-08-13,8/13/2016,CLOSED,1,1,0,0,12297.363309999999,0,12297.363309999999
33954,2015-11-21,1/10/2016,Auto,PD,False,20000.0,1000,0.0,2017-05-12,5/12/2017,CLOSED,1,0,1,0,0.0,0,0.0
33955,2015-11-03,3/9/2016,Auto,PD,False,20000.0,1000,0.0,2016-05-11,5/11/2016,CLOSED,1,0,1,0,0.0,0,0.0
33958,2015-11-25,5/16/2016,Auto,PD,False,20000.0,1000,0.0,2016-12-12,12/12/2016,CLOSED,1,0,1,0,0.0,0,0.0
33959,2015-11-07,12/8/2015,Auto,PD,True,20000.0,1000,6322.323979,2016-05-31,5/31/2016,CLOSED,1,1,0,0,6322.323979,0,6322.323979
33960,2015-11-17,11/24/2015,Auto,PD,True,15000.0,1000,14000.0,2016-03-01,3/1/2016,CLOSED,1,1,0,0,14000.0,0,14000.0
33961,2015-11-19,1/14/2016,Auto,PD,True,20000.0,1000,7393.2290969999995,2017-05-28,5/28/2017,CLOSED,1,1,0,0,7393.2290969999995,0,7393.2290969999995
33962,2015-11-24,11/29/2015,Auto,PD,True,15000.0,1000,5173.437975,2016-02-24,2/24/2016,CLOSED,1,1,0,0,5173.437975,0,5173.437975
33963,2015-11-02,1/18/2016,Auto,PD,True,20000.0,1000,2999.336637,2016-01-24,1/24/2016,CLOSED,1,1,0,0,2999.336637,0,2999.336637
33965,2015-11-06,12/20/2015,Auto,PD,True,20000.0,1000,653.9426202999999,2016-02-01,2/1/2016,CLOSED,1,1,0,0,653.9426202999999,0,653.9426202999999
